X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,lat
0.36923,1.382704,0.172638,-1.410896,-2.702093,-1.466305,-1.389671,-3.607801,-1.301866,2.862695,5.9121880000000004,3.50615,-2.125539,-5.703061,-0.551926,5.798595,1.843845,-0.653621,-0.199626,0.171137,-0.818638,-0.974926,-0.321706,-0.893407,-1.056368,-1.481209,-2.27015,-1.789351,-2.317547,-1.584002,-2.118415,-1.805021,-1.829317,-1.49481,-1.194711,-0.761217,2.131425,1.182177,2.048723,-0.764751,1.632,-0.10402,1.367883,2.101294,1.456128,1.915315,3.759249,5.442565,2.559117,3.825224,3.306356,2.383265,-0.258537,-0.545443,2.032938,0.856627,-0.516593,0.462906,2.36415,0.921259,-0.644867,0.114849,-0.480531,-0.403553,0.729378,0.638204,-0.758243,0.697817,-0.594481,-0.230673,-0.366487,-0.723602,35.7
0.690843,1.496535,0.925939,-1.493218,-1.853383,-0.180398,-0.408869,-0.390112,0.7287,1.547456,-0.495324,0.299508,1.301301,1.05439,0.928989,0.482298,0.126331,-0.696716,0.084486,0.636809,-0.256141,-0.913199,-0.558217,-2.012579,-1.808272,-1.845686,-2.003006,-1.915564,-1.803497,-1.599586,-1.897108,-2.00316,-1.355033,-1.352208,-1.883118,-0.784436,2.327887,2.378523,2.904065,-0.868998,3.061483,1.08621,0.990127,-0.156112,-0.427284,0.439658,0.718242,-0.473118,0.486427,-0.11388,-0.039564,0.519088,0.023575,-0.544084,1.218295,0.94121,1.472654,0.695601,2.324584,-1.535426,-0.568398,-0.038935,-0.670114,1.444284,0.451337,-0.431339,0.513986,-0.713686,-0.059539,0.650417,-0.526973,-0.62354,35.7
1.22546,1.43154,0.160911,-1.25049,0.791384,-1.402756,-0.05074,-2.421063,-1.117356,-0.296096,-0.225016,-2.010073,-0.14539,0.120353,1.854502,1.2819990000000001,-0.229542,-0.336563,0.458552,0.321893,-0.385118,-0.846441,-0.759367,-0.854295,0.012626,0.050938,-0.052716,-0.748772,-0.329405,-0.287898,-0.85345,0.255546,-0.701717,-0.779366,-0.648144,-0.547597,0.077649,0.408204,-0.151275,-1.034337,-0.044969,1.580071,1.654959,2.666456,1.512482,0.506442,1.856668,1.882148,-0.022717,2.011008,2.298284,1.849998,1.329351,-0.499214,0.807629,0.129561,-0.69134,0.363995,0.355066,0.892807,1.380864,2.145433,1.654117,0.292407,1.267611,1.96115,0.701499,1.35498,0.437618,0.189079,0.617477,-0.666423,35.7
-0.686255,-0.50681,0.008485,2.210538,0.676049,0.207297,-0.834283,0.079455,0.158801,0.582645,0.291182,0.407781,0.2618,0.775349,0.399991,0.594695,-0.265725,-0.385814,-0.177883,-0.037942,1.425736,2.80252,0.866381,1.308113,1.182292,0.278007,0.233169,0.255115,0.058518,0.241391,0.08808,0.397458,0.474078,0.585513,-0.10886,-0.200853,-0.39285,0.407723,-0.174453,0.653797,-0.265473,1.262322,0.300591,-0.687631,-0.206465,-0.474688,0.119967,0.075864,-0.309132,-0.612767,-0.053506,-0.549091,-0.624372,-0.60527,-0.515183,0.013224,-0.199666,-1.044577,0.22382,-0.952469,0.337785,-0.750859,0.007755,-0.602007,-1.089994,0.170187,-0.700666,0.237573,1.704431,-0.056993,-0.500964,-0.48672,35.7
-0.132042,0.079029,-0.086718,-0.694573,-2.25288,-0.173248,0.692203,0.543234,0.688313,-1.308878,0.359931,0.911124,2.831257,3.213022,-0.011415,-1.367361,1.287379,-0.741863,-0.64647,-0.242553,0.208296,-0.136853,-0.439969,-0.887657,-0.24548,-0.48057,0.041492,-0.516959,-0.810814,-0.754103,-0.484362,-0.618345,-0.855213,-0.837156,-0.974505,-0.80456,0.383021,0.369675,0.374142,0.140968,1.215914,3.386386,5.44108,0.686031,0.265209,2.56582,0.379585,1.877858,4.692304,4.06651,1.622123,1.954957,1.57111,-0.688211,-0.632751,0.483375,2.149993,5.178486,1.660126,1.386909,1.142022,-0.162208,0.160227,-0.621501,-0.369381,0.591926,1.580255,0.256305,0.157899,0.088961,-0.370727,-0.744023,35.7
-0.054236,0.274901,-0.452491,-0.571868,-0.306754,0.037089,-1.5874220000000001,-2.089321,-1.53526,-1.528177,-0.58339,-0.196165,-0.631421,1.189619,-0.424453,0.286661,0.089769,-0.67722,-0.380995,-0.308241,-0.711497,-0.057859,1.019364,-0.030057,0.668422,-0.111505,0.571992,0.439594,0.615449,-0.623637,0.614114,0.933917,0.131025,-0.233266,-0.141885,-0.665243,-0.691971,0.230875,0.048339,-0.687126,-0.19317,-0.155835,-0.783655,-0.455836,0.124745,0.15641,0.538803,-0.534853,-0.387677,0.346053,-0.201513,0.039653,0.879437,-0.688211,-0.392336,0.156682,-0.432921,-0.082617,1.350347,-1.086103,0.069948,-0.342599,0.074354,-0.124607,-0.023239,-0.507416,-0.295159,1.863605,-0.084363,-0.453241,-0.010235,-0.717476,35.7
-0.930274,-0.527904,-0.850243,-1.093613,-1.147675,2.039281,0.41778,-0.536008,0.579012,0.228367,-0.274109,-0.188583,-0.696365,-1.10837,-0.849103,-1.592,-1.798055,-0.704925,-1.070233,-0.6237,-0.878067,-0.441817,0.282532,0.079514,-0.152508,-0.829591,-1.639893,-2.104738,-0.899051,0.154827,-1.773596,-1.438424,-1.956783,-1.569708,-1.207676,-0.762765,-0.818391,0.277614,-0.155938,-0.996505,0.941705,0.65008,1.740485,-0.248776,0.457854,-0.304785,-0.544645,-0.086896,0.248204,-0.423239,-0.737588,-0.462686,-0.049998,-0.69093,-0.78018,0.397267,-0.181625,0.204059,0.562473,1.068548,2.064007,0.457833,-0.064468,-0.550825,1.27776,2.990264,0.805783,0.369266,-0.740294,0.167915,0.005512,-0.752191,35.7
-1.484184,-1.098473,4.310803,5.698536,-1.014745,1.364225,1.35008,1.017813,1.112163,1.051882,1.072523,0.999037,0.922651,0.616864,0.3972,0.34685,0.239744,-0.659777,-1.297096,-0.670913,3.261679,5.708582,1.785743,1.291981,-0.234193,-0.627308,-0.701623,-1.190542,-1.730506,-1.958467,-1.999601,-1.737611,-1.62506,-1.41333,-1.344882,-0.654407,-0.983999,0.308018,0.573539,4.100964,0.210469,0.073709,-0.842027,-0.688735,-1.234456,-0.660439,-0.951562,-0.829434,-0.969755,-1.039263,-1.055348,-0.929841,-0.991313,-0.661017,-1.016724,0.591803,-1.268956,-2.462872,0.705921,1.248194,-0.762777,-0.742887,-1.363714,-1.102166,-1.347038,-1.503519,-1.457237,-1.197944,-1.183657,-1.048449,-1.082678,-0.725644,35.7
0.061277,0.011336,0.141393,-0.185819,0.688644,-1.026659,0.005713,0.564248,-0.245874,-0.444378,-0.894888,-0.141779,0.880435,1.232029,2.177043,0.091743,-2.007632,-0.100565,0.010368,0.281985,0.032667,-0.253509,1.346067,0.067885,0.113623,0.302046,0.450107,1.025936,1.232332,0.773244,0.225918,1.154938,2.363167,1.534961,1.11682,-0.18847,-0.258777,0.232602,1.175886,-0.756904,0.338144,-0.010109,-0.283969,-0.170089,-0.397424,0.040174,0.370902,-0.094473,-0.464543,1.431256,3.681089,0.997574,0.9299,-0.259908,-0.279285,0.267482,0.067898,0.289559,1.880119,0.909144,-0.016836,-0.26931,-0.633714,0.300181,0.666438,-0.199845,-0.126815,0.412473,2.408415,0.55775,0.966098,-0.452004,35.7
-0.885692,-0.750629,0.979015,1.92079,0.22606,0.154353,0.603523,0.863123,1.24568,0.496739,0.465756,0.168361,0.527747,-0.021778,-0.505803,-0.219544,-0.057963,-0.032843,-0.151391,-0.025323,2.353329,2.143374,2.705569,1.262704,0.841994,0.895336,0.950532,0.376454,0.55717,0.37702,0.45275,-0.099205,0.238979,0.038124,-0.350374,1.029779,-0.68576,0.208398,0.979654,0.193932,0.12753,-0.354847,-0.295558,-0.423724,-0.037499,-0.433237,-0.679918,-0.764733,-0.927707,-0.753898,-0.806515,-0.91411,-1.014061,-0.217758,-0.736474,0.329295,0.474656,-0.744153,0.927367,-0.948372,0.948723,0.081481,-0.018471,-0.375452,0.011739,-0.303189,-0.788652,-0.784791,-0.578857,-0.820149,-0.675054,0.366873,17.25
-0.776085,-1.195982,-0.377353,0.589386,0.396193,0.308834,0.585371,0.85428,0.058816,-0.344306,1.501715,0.339305,0.597467,0.411352,-0.327727,-0.540302,-0.580132,-0.387866,-0.461326,-0.957332,0.966338,0.019232,-0.447356,0.220172,-0.012022,-0.081873,0.185878,1.099152,-0.301084,-0.589832,0.123997,-0.625504,-0.777441,-0.09222,-0.441329,-0.381965,-0.809656,-1.33935,-0.58852,0.162546,-1.344131,-1.449726,-0.170185,-0.032691,-0.086298,-0.184356,-0.805754,-0.823209,-0.888635,-1.01164,-0.984082,-0.867878,-0.529198,-0.531846,-0.833273,-1.662735,0.958989,-0.359235,-1.329329,-1.200898,-0.030506,-0.465747,0.214693,0.090279,-1.038061,-1.076647,-0.397769,-1.055441,-1.07083,-0.595997,-0.553266,-0.588824,17.25
0.138416,-0.221196,-0.501343,0.366568,0.871133,-0.018514,0.392956,-0.656594,-0.269291,-0.476504,0.947333,0.696215,-0.348519,-0.140367,-0.421131,0.088757,-0.185215,0.466856,0.613794,0.505132,-0.210433,-0.407554,0.020196,0.781242,1.349085,1.280743,1.165355,0.408114,1.032193,1.150068,0.701417,0.487379,-0.115846,-0.142791,-0.155849,0.328551,-0.229927,-0.780244,-1.081061,-0.925886,-0.488692,-0.436726,0.31868,-0.137592,0.377617,-0.076125,-0.422235,-0.230534,-0.611881,-0.400714,-0.416905,-0.421857,-0.051115,0.27717,-0.260277,-0.179222,-0.655849,-0.0853,-0.032839,0.515305,0.710005,0.033329,-0.167078,-0.679981,0.577759,0.502425,-0.446061,-0.099453,-0.593655,-0.726312,-0.884817,0.134075,-6.17
0.13142,-0.045595,0.11241,0.248663,-1.019078,-0.415207,0.488903,0.027434,0.573765,0.710219,0.355803,0.810297,1.864914,0.993084,0.101426,1.275814,-0.995403,-0.694664,-0.070999,-0.293811,0.379758,-0.43162,-0.272697,0.282674,0.870269,0.033890000000000003,4.67e-4,0.079029,-0.5628,-0.020082,-0.072688,-1.199714,-0.628812,-0.436455,-0.275407,-0.756573,1.651028,0.451687,0.533777,0.119109,0.341847,2.958218,0.372615,0.369382,-0.068704,1.39937,0.077889,0.017632,0.380911,-0.516116,-0.374978,-0.308377,0.085207,-0.662377,0.240852,-0.570836,1.625472,-0.164765,-0.463273,1.855235,2.652767,0.731059,0.448045,1.833606,-0.192758,0.490537,-0.172975,-0.659009,-0.79685,-0.609963,-0.40982,-0.637834,34.03
-0.086552,-0.211257,-0.299612,-0.758821,-0.391385,-0.073477,1.323752,2.265846,-0.687091,0.367666,0.253408,-1.052143,1.642135,-1.117525,0.087878,-0.441982,1.702615,-0.483292,0.317257,0.060771,-0.618895,-1.026048,-0.795379,0.069978,-0.038758,1.517593,0.401563,-0.041779,0.725075,-0.821604,-0.299301,-1.691701,-1.365339,-0.846152,-1.43525,-0.59868,1.011675,-0.143117,0.747783,0.303784,0.205679,1.757647,0.898663,2.871066,1.326074,0.55187,1.487765,-0.238283,0.2496,-0.468262,-0.445553,-0.182323,-0.359577,-0.416273,1.457068,0.147189,-0.39799,-0.118829,-0.800645,0.86913,1.364574,2.913563,1.480224,0.837013,2.449993,1.317082,0.958958,0.097265,-0.236471,0.777133,0.266616,-0.445878,52.5
-0.880695,-1.056976,-0.700786,-0.168168,-0.603872,1.49491,0.360934,0.028079,1.121735,0.86883,-0.126177,-1.644403,0.966522,-0.004028,-0.128225,-0.279142,-0.746579,-0.14366,-0.830397,-1.10501,-0.818565,-0.616801,-0.326118,0.298634,-0.531891,0.132363,-0.339055,-1.355423,0.167169,0.214338,-0.435617,-0.654724,-0.626082,0.708672,-0.37102,-0.352554,-0.666727,-1.268974,0.531384,0.09585,0.189241,0.542118,0.357923,0.508119,1.269296,-0.095822,0.542357,0.825174,0.94515,-0.218811,0.454888,0.948227,0.951428,0.785694,-0.693178,-1.59787,-0.126787,-0.380024,-0.725431,0.214566,-0.371791,0.851392,0.880174,-0.43218,0.455187,0.865666,0.841178,-0.017538,0.149524,1.908072,0.806542,0.031971,52.5
-0.248948,-0.382843,-0.478709,-0.656731,-0.053088,0.663059,-1.282025,-0.428975,-2.9569549999999998,0.302086,1.271611,-4.06203,-0.33717,1.433912,0.764348,0.660295,0.04599,-0.139556,-0.87242,-1.062807,-0.774862,-0.825367,-0.893153,-1.049436,-0.182673,-0.757703,0.153807,-0.590886,-0.224424,0.12864,-0.607728,-0.250242,-0.297409,-0.786226,-0.998874,-0.292183,-0.636595,-1.236418,0.337082,-0.34552,0.081488,-0.419668,1.844964,-0.207887,0.920593,0.330678,1.631924,1.056044,0.279962,-0.071338,0.767239,0.034474,-0.520994,-0.183765,-0.852281,-1.638834,-0.30819,-0.146994,-0.426026,0.169844,0.55659,-0.253718,2.18083,-0.251552,0.725581,1.621004,-0.22428,-0.458129,-0.530775,-0.460083,-0.974888,-0.39891,41.71
-0.189526,-0.419437,-0.562262,0.849623,-0.067636,0.73474,-1.443068,0.247066,2.308598,1.90792,-1.717955,0.914653,1.553174,0.890067,-0.150988,1.232119,-0.309873,-0.169312,-0.459011,-0.542073,-0.83321,0.778174,-0.789023,0.01167,-0.447139,-0.0759,1.632029,2.257652,1.651862,1.058341,1.672974,3.155479,2.686224,1.317136,-0.003204,0.011218,-0.580136,-1.188349,-0.325441,-0.460976,-1.226399,-0.311734,-0.866282,0.061276,1.109904,0.936905,1.110295,0.640416,0.335983,0.666195,-0.069443,0.987862,-0.467911,-0.329252,-0.856153,-1.722231,-0.247132,-0.804842,-1.721066,-1.052393,-0.644121,0.65307,-0.033356,0.010774,0.236744,0.346239,0.225396,0.369773,0.449924,-0.122025,-0.822173,-0.253922,41.71
-1.039003,-1.131645,-0.729889,-0.173252,-1.295916,1.791677,0.776696,0.226876,0.755088,0.480382,0.60526,-0.059113,-0.736018,-0.530002,-0.931136,-0.679047,0.239885,-0.644386,-1.07072,-1.202032,-0.806545,-0.523394,-0.702539,0.197149,-0.39897,-0.061801,0.367185,-0.784652,-0.605879,0.728596,0.302108,-0.601048,-0.436007,-0.477589,-0.615545,-0.700846,-0.761733,-1.330405,0.607217,-0.07089,-0.593888,0.092534,-0.147849,0.041428,0.476707,-0.578593,-0.75317,1.090583,1.440714,-0.03725,0.623074,-0.751925,-0.238151,-0.60527,-0.651231,-1.582615,-0.034997,-0.376335,-1.586071,1.002866,0.527509,0.249023,0.922453,-0.565589,-0.660388,0.865195,0.46395,-0.414231,-0.771356,-0.660614,-0.74725,-0.688886,41.71
-0.261154,-0.354377,-0.476448,-0.853568,0.026805,0.021854,-0.56651,-1.402168,-1.991736,-0.073729,-0.875347,-1.503709,-0.741778,-0.420773,1.092613,-0.28623,1.007281,-0.343745,-0.833381,-1.059306,-0.749636,-0.794911,-1.190079,-1.13128,-1.146638,0.655801,0.297031,-0.497834,-0.502593,-0.278619,-0.608666,-1.091181,-0.894732,-0.434679,-0.765816,-0.510446,-0.497472,-1.174817,0.237066,0.402146,-0.375014,-0.746311,-0.310941,1.248286,1.312484,0.821995,1.23558,1.248203,0.712498,0.287058,1.018633,0.46002,2.256092,-0.38228,-0.754484,-1.606459,-0.223585,-0.331741,-1.32456,-0.411874,-0.100589,3.351433,1.858491,1.773731,0.856692,0.967143,0.474591,0.393864,0.592817,0.890846,0.380018,-0.556151,41.71
-1.250736,-1.33581,-0.889297,-0.732133,-2.289442,1.916143,1.47633,1.022474,1.700241,1.399853,0.924693,0.170218,-0.484991,-0.956675,-0.054281,-0.46558,-0.362697,-0.74802,-1.255073,-1.354721,-0.909267,-1.004973,-1.883779,-1.343585,-1.219046,-1.171392,-0.972317,-1.454399,-1.18435,-1.170857,-1.115676,-1.05688,-1.068147,-0.962847,-0.77421,-0.8123,-0.934473,-1.389457,0.312653,0.242413,-1.105128,-0.278595,0.429864,0.178125,2.601817,0.214868,0.846211,0.128174,-0.577836,-0.591403,-0.706573,-0.95702,0.112235,-0.73444,-0.984692,-1.596232,0.003853,-0.246912,-1.673535,-0.990587,-0.806953,-1.015502,-0.9247,-0.978504,-1.254457,-1.022811,-1.271345,-0.917421,-0.87927,-1.126203,-0.898121,-0.817538,41.71
-0.78926,-0.926164,-0.320889,-0.640775,-1.275826,0.583772,1.09223,0.296421,-1.494136,-1.138742,0.6103,-2.224066,-3.234398,0.262907,-2.31887,0.562763,1.259267,-0.449431,-0.937221,-1.195693,-0.494558,-0.876353,-1.309143,-1.376019,-0.931603,-0.419259,0.418662,-1.266466,-0.37267,-0.13583,0.152295,-0.323294,-0.148406,-0.166318,-0.302548,-0.559981,-0.476316,-1.211902,1.204391,0.124714,0.153069,-0.134909,1.392936,3.78261,3.334577,-0.173278,1.791354,1.511727,2.803546,0.732776,2.183296,0.807516,1.977811,-0.187845,-0.73401,-1.608606,0.853108,-0.133918,-1.315232,-0.991911,0.014128,0.370961,2.105748,-0.131905,0.083778,-0.124379,0.811509,0.101979,0.647778,-0.250163,-0.426561,-0.384615,41.71
-0.559537,-0.638016,-0.596657,0.260807,-0.688001,0.126161,0.46005,0.446131,1.062274,0.474176,0.859663,1.281258,0.975059,-0.165544,1.108891,1.430527,0.726303,-0.566404,0.029856,-0.119327,-0.019109,0.890072,1.855287,0.472633,0.181753,0.145563,0.77866,1.107795,0.665554,0.56607,0.338816,0.036042,-0.124864,0.551238,0.747917,-0.453172,-0.35827,-0.243105,-0.400796,-1.019204,0.782481,0.126691,0.412204,-0.528271,0.243132,-0.596367,-0.423267,-0.749494,-0.449026,-0.54009,-0.902611,-0.362631,0.710662,-0.55904,-0.211643,-0.170182,-0.023426,0.149071,0.97434,0.617464,0.974382,-0.227701,0.146335,0.065427,0.205825,-0.165263,-0.369967,-0.176885,-0.207275,-0.52079,0.123012,-0.599035,-6.17
0.127271,1.063951,0.27134,-1.090507,1.011555,-0.773674,-0.152975,-0.084534,-0.510111,1.137685,1.00554,-1.5570600000000001,1.526334,-1.479352,0.015508,-1.763168,-1.655303,-0.448405,-0.459194,0.094944,-0.468996,-0.312924,-0.228579,-0.557119,-0.285571,-0.365298,-0.019065,-0.062924,0.477491,1.155327,0.561121,-0.445099,0.599595,0.833713,0.38687,-0.420664,0.092314,1.727582,1.383854,2.166784,2.219679,0.525974,0.726895,0.458503,0.776736,0.341581,-0.073176,1.77262,0.372493,-0.479239,0.117071,1.258483,1.055448,-0.480178,-0.752666,0.427552,0.235708,0.329795,0.903201,1.253054,0.677789,0.488198,0.351126,0.606274,1.602625,1.955896,1.084172,0.364599,1.126249,1.77672,0.764848,-0.435668,11.55
1.44528,1.215166,0.097816,-1.764751,-0.011772,-1.947486,-2.336567,0.263682,-1.051023,0.021956,1.130278,-2.788361,0.08787,-2.045246,1.557126,1.182086,-3.341092,-0.273972,-0.21948,-0.597256,-0.854111,-0.365814,0.217816,0.289501,-0.901941,-1.324401,-1.162986,-1.228871,-1.296961,-1.037298,-1.026876,-0.211817,-0.502558,0.094081,0.504617,-0.521282,-0.0769,-0.964508,-0.265218,-0.09499,1.958273,0.599652,0.213663,-0.361096,-0.154425,1.948042,1.810899,1.545592,0.654611,0.242031,1.193087,2.745474,2.188495,-0.284383,-0.40313,-1.452717,-0.498583,0.417977,2.635916,2.983592,2.330257,-0.288546,0.594208,1.190445,0.895065,2.305276,1.747313,2.121142,2.15013,2.584692,3.174242,-0.511225,11.55
-0.229292,-0.639102,-0.336985,-0.404542,-2.05402,0.232638,0.644703,0.181012,0.219679,-0.278543,-0.296216,-0.408828,0.254768,-0.051063,0.724873,0.746726,0.408525,-0.725446,-0.123741,-0.58669,0.068863,-0.7064,1.243399,0.06834,-0.26997,-0.191795,-0.177089,0.509279,-0.211024,0.380378,0.314292,0.782745,-0.076811,-0.014594,0.346339,-0.772052,0.149574,-0.886658,0.135368,-0.521227,1.624682,0.626254,0.213326,0.257634,0.346585,1.989085,0.894197,0.60415,1.472294,1.089327,0.225866,0.815526,0.48103,-0.708606,-0.016929,-1.33056,0.621626,0.162818,2.336613,2.277526,0.981609,-0.31682,-0.345467,1.128784,0.417777,2.196869,0.474961,1.338244,0.13071,0.429893,0.930063,-0.758317,11.55
0.883192,0.686259,0.184987,-1.158425,0.110028,-0.94154,-0.085837,-2.01225,-1.428345,-0.374832,-1.651853,-1.196331,-0.356391,0.305003,4.024007,-1.804224,1.204882,0.242145,0.287598,-0.049353,-0.398461,-0.883695,0.458343,0.244059,-0.358732,2.615722,0.460958,-0.232725,-0.205288,0.074725,0.898479,0.230237,0.085934,-0.08557,0.772711,0.107192,0.010252,-0.75887,-0.268276,-0.928968,1.962978,0.598228,-0.179588,2.06896,0.372161,0.134885,1.620959,0.641297,0.58388,0.493746,1.147842,0.121254,1.401277,0.577661,-0.425306,-1.514474,-0.517059,0.597024,2.289386,1.140251,0.394924,3.461092,1.330262,0.766949,0.93853,1.033129,2.222218,0.663024,1.00274,0.237419,1.17821,0.10957,11.55
0.510244,0.155344,-0.085233,-0.73524,0.266474,-0.437697,0.372655,-1.742673,-0.900717,-0.544884,0.18888,-1.054682,0.800936,-0.010429,0.975533,-0.058857,0.020006,0.611533,0.343324,-0.141545,-0.225581,-0.752899,1.075534,0.096113,0.016604,1.495167,1.211047,0.467565,1.486442,0.134874,0.63158,0.439187,-0.251834,0.054571,0.023863,0.673747,-0.391127,-1.003348,-0.038458,-0.579796,2.272683,-0.201205,1.100226,1.37603,0.763425,0.456,1.966733,0.376951,0.371642,-0.261692,-0.584286,-0.258526,0.525547,0.739465,-0.228773,-1.416782,-0.335469,0.349242,2.334123,1.06105,1.356601,0.992969,1.207157,0.849703,1.753684,-0.112596,0.996855,-0.19551,-0.152427,-0.210487,-0.351921,0.714028,11.55
-0.710151,-1.164258,1.937819,0.162529,-1.351592,0.204742,1.033958,0.389619,1.40931,0.407238,0.612471,-0.232368,1.078621,-0.249299,0.611822,0.084474,0.647883,-0.620786,-0.029646,-0.666808,2.22368,-0.493347,1.697348,-0.056738,0.347667,-0.364502,0.481897,0.187946,0.42424,-0.247209,0.176722,-0.305941,-0.071228,-0.01146,0.822947,-0.501159,-0.403469,-1.181215,2.36049,-0.850503,1.360783,0.286569,0.602439,-0.469044,-0.001274,-0.139076,-0.573259,-0.216298,-0.319906,-0.617695,-0.131265,-0.490102,0.609775,-0.463862,-0.376496,-1.513513,0.805456,0.431724,2.506474,0.796776,0.137622,0.741132,-0.231704,-0.705887,-0.325864,-0.614217,-0.07107,-0.779571,-0.65192,-0.392726,0.780422,-0.208996,11.55
-0.484214,-0.312583,-0.513778,0.695288,0.503501,0.606231,-0.14056,-0.668408,-1.049519,-1.174683,0.244403,-1.518927,-1.102064,-0.706023,-0.129956,-0.230452,-1.290409,0.840349,-0.555969,-0.47397,-0.506767,-0.114555,0.643779,-0.272609,0.721941,-0.294179,0.434225,0.348167,-0.325562,1.11376,0.55792,0.311302,0.268026,0.339402,-0.077796,1.757323,-0.568997,0.178871,0.161943,0.228961,-0.013724,-0.495852,0.935199,-0.496861,0.156808,1.01012,0.170923,0.699809,0.130102,0.435075,-0.478593,-0.08762,-0.154072,0.118086,-0.284037,0.159676,0.791427,-0.404165,-0.167297,-0.648629,2.312161,-0.227132,-0.093996,-0.225833,0.352597,0.624273,0.196907,-0.35005,-0.326269,-0.191144,-0.657951,0.634387,-15.75
-0.177684,-0.371193,0.433334,1.569477,0.83648,-0.182053,1.38282,-0.266872,0.213604,-0.061819,-0.161958,-0.001531,1.26e-4,0.155177,-0.02179,-0.28376,-0.48029,1.795627,1.72923,1.419088,1.61264,0.890344,0.768775,0.438879,-0.288324,0.067536,0.187921,1.543585,0.633889,0.288591,0.691449,0.991212,0.443027,-0.596025,-0.113119,3.464729,-0.440814,0.125282,0.841312,-0.492363,0.379131,-0.782114,-0.599588,-0.281338,-0.842169,-0.001708,-0.295119,-0.514781,-0.460794,-0.276249,-0.20203,-0.789569,-0.542902,1.621904,0.135194,0.254091,0.364482,-0.745159,-0.22257,-0.455079,-0.246921,-0.570478,-0.78067,0.445888,0.824304,0.101879,-0.180093,0.55711,0.250303,-0.390905,-1.009284,1.824924,14.91
-0.606632,-0.536131,-0.36724,-0.048287,0.670089,0.371401,-0.514672,0.974882,0.140505,0.684833,0.212981,0.936908,0.3769,0.327629,-0.734392,-0.097377,-0.191231,0.268823,-0.493178,-0.139794,-0.156327,-0.103406,-0.06903,0.118335,0.091619,-0.592118,0.122116,-0.123142,-0.644651,-0.775717,-0.562829,-0.150037,-0.634131,-0.342556,0.128332,0.26818,-0.540387,0.004175,0.22669,1.071627,0.004553,0.159746,-0.245753,-0.400694,0.040148,-0.817291,-0.712323,-0.927932,-0.507171,-0.083198,-0.381187,-0.19543,-0.265738,-0.103544,-0.812857,0.326187,0.855068,0.158794,-0.077789,-0.250297,0.30314,-0.615286,-0.100559,-0.509541,-0.63659,-1.073784,-0.259517,-0.482512,-0.691343,-0.685969,-0.341833,-0.035418,28.61
1.70108,0.893616,1.732196,0.458773,0.420868,-1.171479,0.804815,-0.745818,0.490242,0.683735,1.255505,0.458028,-0.44352,0.084641,0.202866,0.244943,-0.319223,-0.452509,2.652031,2.529868,1.874394,-0.59627,0.590828,0.345947,-0.010394,-0.339986,-0.53332,-0.159305,0.176876,-0.42585,1.969376,-0.122132,-0.309576,0.838669,0.526176,-0.00581,0.671723,-0.111354,0.150485,0.142929,-0.441135,-0.745968,-1.267629,-1.072657,-1.088113,-1.101558,-0.808928,-1.214046,-1.032491,-0.805225,-1.115343,-1.023192,-1.097305,-0.597111,0.558355,0.170864,-0.014281,-0.140959,-0.389673,-0.083797,-1.380398,-1.198729,-1.185191,-1.269595,-0.712514,-1.379209,-0.356084,-1.06559,-1.155643,-0.599847,-0.834815,-0.43771,41.9
0.227641,1.252057,0.105181,-0.157437,-0.57415,-0.437991,0.322156,-0.30425,-0.198701,0.445938,0.578666,0.417425,0.472,-1.12577,-0.902689,-0.33783,-0.637744,-0.399153,0.385408,0.316399,-0.488952,0.561994,1.478691,0.545484,-0.316893,-0.535431,-0.319896,0.494352,0.312431,1.360118,1.262188,1.403517,1.269779,1.275653,1.220403,-0.321595,0.194973,2.010787,1.321392,-0.300122,1.961768,1.781244,-0.196417,-0.283132,0.237535,0.235925,-0.04479,0.292562,0.494574,0.343233,1.093268,1.482347,1.620822,-0.51553,0.085034,0.053057,-0.928638,-0.4501,-0.201033,-0.001868,-0.42371,-0.792219,-0.589114,0.389789,0.739562,1.051633,1.328452,0.866238,1.321725,1.703794,1.806048,-0.550024,12.65
-0.917099,-0.899179,-0.896261,1.232142,-0.655668,1.651685,0.415905,0.673326,0.561085,-0.112198,0.075015,0.199336,0.539824,0.483545,-0.39853,-0.3873,0.315999,-0.548961,-0.415831,-0.253843,-0.480932,1.040718,0.257475,2.267723,1.466217,0.503761,-0.14885,-1.122493,-0.509398,-0.893691,-0.284586,-0.637147,-0.700033,-0.936337,-0.697906,-0.470199,-0.508612,-0.381877,-0.896611,0.080437,-0.644516,0.669127,0.613468,-0.377672,-0.841696,-1.014375,-0.973838,-0.562407,-0.148686,-0.751893,-0.76084,-0.383687,-0.730018,-0.325173,-0.167291,0.280703,0.195988,-0.668041,-0.615145,0.959134,0.472368,-0.391485,-0.338891,-0.696906,0.02985,-0.240292,-0.039692,-0.414155,-0.62899,-0.50641,-0.606609,-0.02725,12.65
